kelas,fitur_1,fitur_2,fitur_3,fitur_4,fitur_5,fitur_6,fitur_7,fitur_8,fitur_9,fitur_10,fitur_11,fitur_12,fitur_13,fitur_14,fitur_15,fitur_16,fitur_17,fitur_18,fitur_19,fitur_20,fitur_21,fitur_22,fitur_23,fitur_24,fitur_25
1,-3.85727791976274e-05,-1.03863125383129e-05,0.000865600978068309,0.00380255277742427,0.000389855225857928,0.000128238019190786,1.48569145770277e-05,-7.23030465135728e-06,0.000375271653492474,-0.000500886805511178,0.00353302900973303,0.00158253502492879,6.41771558861293e-06,-0.000574318477514243,0.00366812432115677,-0.000796771655835126,-6.61768799314246e-05,-0.000976963209480567,0.00233594719827894,0.00287324270188621,0.000671753642482458,-0.000100412105793159,-0.00052209945133186,0.000965714335846187,-0.00106064076606532
1,-8.1877239117113e-06,-9.01670428697021e-05,-2.35840177907068e-05,-6.10600674322782e-05,0.00391997689121187,4.82372936491018e-05,-0.000134775107613417,8.97450635514308e-05,0.00391748971376944,5.85619309427034e-05,0.00029509848497579,0.00387408615036018,0.000510431555562832,0.00011654047931217,9.46140968755191e-05,-0.000196320582598804,-0.000493906160833069,0.00388398787405483,-0.000103701496622753,9.98131956485434e-06,0.00390521212452018,-0.000316100108247758,0.000155524720740962,-6.25366033890734e-05,8.47554802968593e-07
1,-8.96909847762269e-05,0.000301555849547584,-0.000935986570124416,0.00060095147247565,0.00374732906600046,-5.60678566189864e-06,-0.000493732908434363,-0.00159599135278332,0.00330446881366694,-0.000684531404189203,0.00105221897692565,0.000304101557964553,0.000247194571412238,0.00349105014670504,0.00143496189865921,-0.00100536555577599,0.000244660069334189,2.07392379739995e-05,-0.000202867836343108,0.000597004061071001,0.0011765202702545,0.00360578348036279,-0.000338322813028991,-0.000693393475926338,0.000234450954049026
1,-2.03718544837281e-05,0.000241588957605126,-0.000726281626378444,0.00187889133711635,0.00335592053025845,-3.9562394193732e-05,0.00035701016161864,-0.00107584501041323,0.00315929673422412,-0.00202758001567491,0.000359658153423452,-0.00136005949813629,0.00339704087748849,0.00136175966251358,7.28599494659205e-05,-0.000714740526290241,0.00356500623240112,0.00146637772586597,9.10170774888413e-05,5.4129028095492e-06,0.00383881652297589,0.000796145554746435,-6.0188489914274e-05,-6.81065444286745e-05,-8.90520524074591e-06
1,0.000510621445645894,0.00373813570466907,0.00105465967230052,-0.000172063256943048,2.77133357573771e-05,-4.03345359075804e-05,-0.000381786284373219,-0.000998138936477623,0.0037633363434694,0.000263826942325601,6.34965620260179e-05,-1.79302369175226e-05,0.00187816731908896,-8.93596568830746e-05,-8.09525821363423e-05,0.00329741764876144,0.000981582330395305,-1.35103950171414e-05,0.00338060581773012,-0.000623696683094804,0.000310623832206308,-0.00173203150371814,-0.000680733724097927,3.72633104099399e-05,0.00012482673699621
1,-0.000116449720290358,8.56243332571485e-06,0.00391548097796375,0.000171532930632748,-6.82041941542151e-05,3.69029858988318e-05,0.00037767552346825,-0.000175039769604919,0.00388889919616819,-0.000283767491992269,-0.000238131060623996,0.00389501526234609,-1.72096539050262e-07,-0.00038137952858872,-7.34835316322851e-05,0.000496007960469785,0.000129810874345762,7.0241944159426e-05,0.000268817861307507,0.00387796709199327,0.0038808565849823,0.000219074477082451,0.000110165011378329,-8.95913398394977e-05,-0.000499495848022868
1,9.66287459184504e-06,-2.57295525311994e-05,8.19296570758394e-05,0.00391773982050241,-0.000140998500953754,-5.16407945221584e-05,1.04694890839453e-05,0.000115732025761378,-0.000503978065892646,0.000153153831311009,0.00388065381636757,0.000168145646345355,-2.36711835840562e-05,0.000391812982856865,0.00386941443627752,-6.11554279991505e-05,0.000495630240587245,-5.35290566805351e-05,0.000217039321399725,0.00389243831962742,-0.000373462195561873,2.54586042289724e-05,-0.000160959662000513,-0.000120366921683927,0.000177465253468482
1,-0.000111495760447608,-0.000870648501598258,0.00375874890331484,-0.000276508369171012,-0.000618855935659859,0.000143553183110391,0.00023730673976099,0.00318126398843511,0.000405070883337724,-0.00090428470613151,-0.00185755164870244,-0.000877287905473003,0.000152573192032035,0.00209481677629249,0.000958900395509392,0.0010275121143409,0.00269524747923654,0.00131435706970677,0.00011479335752356,3.34045356664846e-05,-0.000402541021238178,-0.00067774034966366,-0.0013784831816693,0.00358368804228079,-0.000344298392948852
1,-5.29925091974751e-05,3.30000978893966e-05,-0.000271741653505143,0.00372572134320663,0.000373714583136748,0.00113150238364388,6.58527489373741e-05,-0.000211215604529205,-0.000664938857502797,-0.00120905590495674,0.000721134294149964,0.00359245839891591,-0.0003569014571855,-0.000324619439983242,0.00382747566141328,5.23351630571831e-05,0.000201665437636634,0.000673027645874364,0.000409422613999621,0.00387562035047282,0.000324680996307773,-7.88338811198816e-05,-7.89439077015697e-05,0.000269769996877675,0.00019230124209692
1,1.76640949891273e-05,6.80057689002251e-06,3.79364321590586e-05,0.000621073802471024,0.00387184328075261,-1.08481348087404e-05,-0.000275357285228179,0.000414897237931707,0.00384015786143783,-0.000619523255773813,0.000144426485043084,0.00352064986548531,0.0017198666837872,6.16206005437847e-05,-3.35783631461837e-05,-0.0002128780800113,-0.00169063806467643,0.00349726435647753,-0.000491842815047658,4.85697778810409e-05,0.00391306717435261,-0.000222710745943905,0.000127758443126436,-2.11890963424576e-05,-1.53138779876254e-05
